file,expected_class,predicted_class,predicted_confidence,expected_class_confidence,flag
external/inaturalist/garandiya/345449212_629559689.jpg,garandiya,kaha-mapila,0.0986,0.0112,mismatch
external/inaturalist/garandiya/346104303_630844350.jpg,garandiya,mal-sara,0.1047,0.0339,mismatch
external/inaturalist/garandiya/347194632_633549571.jpg,garandiya,kunakatuwa,0.1719,0.0230,mismatch
external/inaturalist/garandiya/353379439_644819512.jpg,garandiya,alu-randanakaya,0.8155,0.0022,mismatch
external/inaturalist/garandiya/353379439_644820704.jpg,garandiya,pimbura,0.1809,0.1241,mismatch
external/inaturalist/garandiya/354436792_646578916.jpg,garandiya,kabara-randanakaya,0.2035,0.1885,mismatch
external/inaturalist/garandiya/355308671_648030240.jpg,garandiya,garandiya,0.2724,0.2724,
external/inaturalist/garandiya/355985017_649182185.jpg,garandiya,garandiya,0.7792,0.7792,
external/inaturalist/garandiya/356029295_649256588.jpg,garandiya,panduru-haldanda,0.1753,0.0128,mismatch
external/inaturalist/garandiya/356029295_649256607.jpg,garandiya,diyawaranaya,0.1695,0.0595,mismatch
external/inaturalist/garandiya/356166877_649507435.jpg,garandiya,panduru-haldanda,0.2489,0.0941,mismatch
external/inaturalist/garandiya/356477132_650086797.jpg,garandiya,thuru-haldanda,0.2944,0.0581,mismatch
external/inaturalist/garandiya/357163493_651395448.jpg,garandiya,aharakukka,0.1955,0.0863,mismatch
external/inaturalist/garandiya/357562862_652176138.jpg,garandiya,cobra,0.1196,0.0609,mismatch
external/inaturalist/garandiya/359246045_655427057.jpg,garandiya,garandiya,0.6184,0.6184,
external/inaturalist/garandiya/359246045_655427061.jpg,garandiya,vayiri-dathkatiya,0.2692,0.0173,mismatch
external/inaturalist/garandiya/359246045_655427067.jpg,garandiya,vayiri-dathkatiya,0.1401,0.1358,mismatch
external/inaturalist/garandiya/359739450_656386442.jpg,garandiya,garandiya,0.2748,0.2748,
external/inaturalist/garandiya/359739450_656386446.jpg,garandiya,garandiya,0.3833,0.3833,
external/inaturalist/garandiya/359739450_656386448.jpg,garandiya,panduru-haldanda,0.2219,0.1371,mismatch
external/inaturalist/garandiya/359739450_656386492.jpg,garandiya,thuru-haldanda,0.1678,0.0738,mismatch
external/inaturalist/garandiya/359739450_656386524.jpg,garandiya,garandiya,0.2380,0.2380,
external/inaturalist/garandiya/361350819_659459994.jpg,garandiya,daara-randanakaya,0.1598,0.0017,mismatch
external/inaturalist/garandiya/363418750_663377630.jpg,garandiya,depath-naya,0.0624,0.0328,mismatch
external/inaturalist/garandiya/363603457_663734942.jpg,garandiya,lanka-diyabariya,0.1458,0.0790,mismatch
external/inaturalist/garandiya/363603457_663734981.jpg,garandiya,depath-naya,0.4471,0.0085,mismatch
external/inaturalist/garandiya/366905918_669994558.jpg,garandiya,diyawaranaya,0.1835,0.0271,mismatch
external/inaturalist/garandiya/372861972_681375736.jpg,garandiya,kuda-madilla,0.2167,0.0117,mismatch
external/inaturalist/garandiya/373909946_683381437.jpg,garandiya,thuru-haldanda,0.2004,0.1441,mismatch
external/inaturalist/garandiya/373909946_683381546.jpg,garandiya,mal-sara,0.1445,0.0583,mismatch
external/inaturalist/garandiya/375549005_686550919.jpg,garandiya,pimbura,0.1800,0.0082,mismatch
external/inaturalist/garandiya/375549005_686550931.jpg,garandiya,kunakatuwa,0.1777,0.0102,mismatch
external/inaturalist/garandiya/375549005_686550946.jpg,garandiya,kata-kaluwa,0.1735,0.0177,mismatch
external/inaturalist/garandiya/375549007_686551679.jpg,garandiya,diyawaranaya,0.3616,0.0166,mismatch
external/inaturalist/garandiya/375549007_686551685.jpg,garandiya,kana-ulla,0.1416,0.1025,mismatch
external/inaturalist/garandiya/375549007_686551688.jpg,garandiya,garandiya,0.2542,0.2542,
external/inaturalist/garandiya/375549007_686551726.jpg,garandiya,diyawaranaya,0.2358,0.0120,mismatch
external/inaturalist/garandiya/375549007_686551737.jpg,garandiya,lanka-diyabariya,0.1722,0.0099,mismatch
external/inaturalist/garandiya/375549007_686551749.jpg,garandiya,dathi-gomaraya,0.4971,0.0032,mismatch
external/inaturalist/garandiya/375549007_686551809.jpg,garandiya,dalawa-madilla,0.1166,0.0535,mismatch
external/inaturalist/garandiya/375549007_686551823.jpg,garandiya,garandiya,0.1070,0.1070,low_confidence
external/inaturalist/garandiya/375549007_686551828.jpg,garandiya,kata-kaluwa,0.2959,0.0060,mismatch
external/inaturalist/garandiya/375549007_686551833.jpg,garandiya,kata-kaluwa,0.1867,0.0338,mismatch
external/inaturalist/garandiya/375549012_686552455.jpg,garandiya,kata-kaluwa,0.1841,0.0470,mismatch
external/inaturalist/garandiya/376550325_688491580.jpg,garandiya,mal-sara,0.1238,0.0364,mismatch
external/inaturalist/garandiya/376775276_688930456.jpg,garandiya,alu-randanakaya,0.2012,0.1927,mismatch
external/inaturalist/garandiya/378663804_692575160.jpg,garandiya,thuru-haldanda,0.2305,0.1801,mismatch
external/inaturalist/garandiya/379576840_694332093.jpg,garandiya,diyawaranaya,0.2159,0.0614,mismatch
external/inaturalist/garandiya/379576840_694332094.jpg,garandiya,diyawaranaya,0.1737,0.0285,mismatch
external/inaturalist/garandiya/379576840_694332101.jpg,garandiya,diyawaranaya,0.1428,0.0867,mismatch
external/inaturalist/garandiya/379576840_694332132.jpg,garandiya,lanka-diyabariya,0.1420,0.0617,mismatch
external/inaturalist/garandiya/387832156_710228280.jpg,garandiya,pimbura,0.2484,0.0108,mismatch
external/inaturalist/garandiya/387832156_710229834.jpg,garandiya,depath-naya,0.4527,0.0204,mismatch
external/inaturalist/kunakatuwa/326179906_590707173.jpg,kunakatuwa,kunakatuwa,0.1697,0.1697,
external/inaturalist/kunakatuwa/327481398_593300939.jpg,kunakatuwa,garandiya,0.1354,0.0014,mismatch
external/inaturalist/kunakatuwa/327481398_593481540.jpg,kunakatuwa,pimbura,0.1342,0.0853,mismatch
external/inaturalist/kunakatuwa/327481398_593481561.jpg,kunakatuwa,kandukara-mukalan-thelissa,0.1737,0.0055,mismatch
external/inaturalist/kunakatuwa/327861342_594024930.jpg,kunakatuwa,daara-randanakaya,0.2327,0.0873,mismatch
external/inaturalist/kunakatuwa/327861342_594024966.jpg,kunakatuwa,lanka-diyabariya,0.1077,0.0335,mismatch
external/inaturalist/kunakatuwa/327861344_594025019.jpg,kunakatuwa,kuda-madilla,0.2622,0.0225,mismatch
external/inaturalist/kunakatuwa/327861344_594025042.jpg,kunakatuwa,lanka-diyabariya,0.1327,0.0125,mismatch
external/inaturalist/kunakatuwa/327861344_594025045.jpg,kunakatuwa,depath-naya,0.2159,0.0669,mismatch
external/inaturalist/kunakatuwa/327861345_594025060.jpg,kunakatuwa,kata-kaluwa,0.3089,0.0266,mismatch
external/inaturalist/kunakatuwa/328864019_595995663.jpg,kunakatuwa,lanka-diyabariya,0.3565,0.0035,mismatch
external/inaturalist/kunakatuwa/328864019_595996242.jpg,kunakatuwa,kuda-madilla,0.4951,0.0219,mismatch
external/inaturalist/kunakatuwa/328880713_596049195.jpg,kunakatuwa,kandukara-mukalan-thelissa,0.3552,0.0740,mismatch
external/inaturalist/kunakatuwa/329051396_596390422.jpg,kunakatuwa,panduru-haldanda,0.1127,0.0147,mismatch
external/inaturalist/kunakatuwa/329544414_597380102.jpg,kunakatuwa,vayiri-dathkatiya,0.1522,0.0229,mismatch
external/inaturalist/kunakatuwa/329725570_597744052.jpg,kunakatuwa,kaha-mapila,0.1949,0.0039,mismatch
external/inaturalist/kunakatuwa/330342016_598998641.jpg,kunakatuwa,garandiya,0.1608,0.0543,mismatch
external/inaturalist/kunakatuwa/330376688_599072222.jpg,kunakatuwa,dathi-gomaraya,0.1899,0.0321,mismatch
external/inaturalist/kunakatuwa/330376688_599072223.jpg,kunakatuwa,dathi-gomaraya,0.1669,0.0226,mismatch
external/inaturalist/kunakatuwa/330547858_599425437.jpg,kunakatuwa,pimbura,0.1097,0.0870,mismatch
external/inaturalist/kunakatuwa/330547858_599425477.jpg,kunakatuwa,kunakatuwa,0.1362,0.1362,low_confidence
external/inaturalist/kunakatuwa/330805382_599955002.jpg,kunakatuwa,pimbura,0.1723,0.0278,mismatch
external/inaturalist/kunakatuwa/331941440_602289242.jpg,kunakatuwa,arani-dathkatiya,0.1403,0.0317,mismatch
external/inaturalist/kunakatuwa/332405830_603243905.jpg,kunakatuwa,kandukara-mukalan-thelissa,0.6668,0.0049,mismatch
external/inaturalist/kunakatuwa/332405830_603245541.jpg,kunakatuwa,nidi-mapila,0.3163,0.0394,mismatch
external/inaturalist/kunakatuwa/333356722_605189393.jpg,kunakatuwa,kabara-randanakaya,0.2375,0.0124,mismatch
external/inaturalist/kunakatuwa/335317116_609127289.jpg,kunakatuwa,panduru-mapila,0.0878,0.0089,mismatch
external/inaturalist/kunakatuwa/335317116_609127333.jpg,kunakatuwa,kabara-dathkatiya,0.1461,0.0112,mismatch
external/inaturalist/kunakatuwa/335317116_609127370.jpg,kunakatuwa,rana-mapila,0.1530,0.0048,mismatch
external/inaturalist/kunakatuwa/338327949_615244079.jpg,kunakatuwa,rana-mapila,0.2306,0.0333,mismatch
external/inaturalist/kunakatuwa/338327949_615244225.jpg,kunakatuwa,pulli-dathkatiya,0.4168,0.0047,mismatch
external/inaturalist/kunakatuwa/340213717_619074485.jpg,kunakatuwa,pimbura,0.1877,0.1167,mismatch
external/inaturalist/kunakatuwa/342058597_622830856.jpg,kunakatuwa,garandiya,0.2198,0.0059,mismatch
external/inaturalist/kunakatuwa/342058597_622830877.jpg,kunakatuwa,thith-polanga,0.1126,0.0094,mismatch
external/inaturalist/kunakatuwa/342884113_624483742.jpg,kunakatuwa,nidi-mapila,0.2759,0.1135,mismatch
external/inaturalist/kunakatuwa/343601191_625940500.jpg,kunakatuwa,depath-naya,0.8436,0.0037,mismatch
external/inaturalist/kunakatuwa/343603386_625945493.jpg,kunakatuwa,nidi-mapila,0.1935,0.0055,mismatch
external/inaturalist/kunakatuwa/343603386_625945511.jpg,kunakatuwa,nidi-mapila,0.2337,0.0531,mismatch
external/inaturalist/kunakatuwa/345051851_628774018.jpg,kunakatuwa,kunakatuwa,0.1568,0.1568,
external/inaturalist/kunakatuwa/345051851_629431442.jpg,kunakatuwa,kunakatuwa,0.1091,0.1091,low_confidence
external/inaturalist/kunakatuwa/345051851_629431466.jpg,kunakatuwa,thel-karawala,0.2784,0.0062,mismatch
external/inaturalist/kunakatuwa/345051851_629431488.jpg,kunakatuwa,thel-karawala,0.1675,0.0065,mismatch
external/inaturalist/kunakatuwa/345612750_629878160.jpg,kunakatuwa,arani-dathkatiya,0.3918,0.0076,mismatch
external/inaturalist/kunakatuwa/345612754_629879613.jpg,kunakatuwa,kunakatuwa,0.4071,0.4071,
external/inaturalist/kunakatuwa/345612754_629879655.jpg,kunakatuwa,panduru-mapila,0.1891,0.0156,mismatch
external/inaturalist/kunakatuwa/345612754_629879799.jpg,kunakatuwa,kandukara-mukalan-thelissa,0.4654,0.0780,mismatch
external/inaturalist/kunakatuwa/348061689_634729375.jpg,kunakatuwa,kandukara-mukalan-thelissa,0.1919,0.0096,mismatch
external/inaturalist/kunakatuwa/348061689_634729377.jpg,kunakatuwa,kandukara-mukalan-thelissa,0.3826,0.0134,mismatch
external/inaturalist/kunakatuwa/348062313_634730707.jpg,kunakatuwa,kandukara-mukalan-thelissa,0.6732,0.0080,mismatch
external/inaturalist/kunakatuwa/348062313_634730770.jpg,kunakatuwa,kandukara-mukalan-thelissa,0.1892,0.0276,mismatch
external/inaturalist/kunakatuwa/348066957_634739304.jpg,kunakatuwa,kandukara-mukalan-thelissa,0.6020,0.0115,mismatch
external/inaturalist/kunakatuwa/348067389_634740201.jpg,kunakatuwa,kandukara-mukalan-thelissa,0.3162,0.0399,mismatch
external/inaturalist/kunakatuwa/348067389_634740203.jpg,kunakatuwa,kandukara-mukalan-thelissa,0.5850,0.1253,mismatch
external/inaturalist/kunakatuwa/348732226_636058329.jpg,kunakatuwa,kandukara-mukalan-thelissa,0.8863,0.0005,mismatch
external/inaturalist/kunakatuwa/348732226_636058377.jpg,kunakatuwa,kandukara-mukalan-thelissa,0.9679,0.0002,mismatch
external/inaturalist/kunakatuwa/349518856_637604982.jpg,kunakatuwa,kandukara-mukalan-thelissa,0.3768,0.0202,mismatch
external/inaturalist/kunakatuwa/349518856_637605001.jpg,kunakatuwa,nidi-mapila,0.4396,0.2376,mismatch
external/inaturalist/kunakatuwa/349518856_637605030.jpg,kunakatuwa,nidi-mapila,0.3946,0.0257,mismatch
external/inaturalist/kunakatuwa/350778576_640066438.jpg,kunakatuwa,kunakatuwa,0.2838,0.2838,
external/inaturalist/kunakatuwa/356065547_649323583.jpg,kunakatuwa,palabariya,0.1956,0.0290,mismatch
external/inaturalist/kunakatuwa/356065547_649323957.jpg,kunakatuwa,diyawaranaya,0.1307,0.0076,mismatch
external/inaturalist/kunakatuwa/359744391_656396199.jpg,kunakatuwa,kandukara-mukalan-thelissa,0.3307,0.0034,mismatch
external/inaturalist/kunakatuwa/361924473_660550178.jpg,kunakatuwa,arani-dathkatiya,0.2618,0.0070,mismatch
external/inaturalist/kunakatuwa/363438722_663416822.jpg,kunakatuwa,mal-randanakaya,0.1309,0.0240,mismatch
external/inaturalist/kunakatuwa/370072586_676437462.jpg,kunakatuwa,pimbura,0.1769,0.0638,mismatch
external/inaturalist/kunakatuwa/371966613_679658983.jpg,kunakatuwa,kandukara-mukalan-thelissa,0.2097,0.1890,mismatch
external/inaturalist/kunakatuwa/372178586_680084429.jpg,kunakatuwa,le-madilla,0.2521,0.1032,mismatch
external/inaturalist/kunakatuwa/372178586_680084497.jpg,kunakatuwa,kandukara-mukalan-thelissa,0.1708,0.0639,mismatch
external/inaturalist/kunakatuwa/372632551_680939434.jpg,kunakatuwa,aharakukka,0.1934,0.0451,mismatch
external/inaturalist/kunakatuwa/376768842_688917989.jpg,kunakatuwa,kandukara-mukalan-thelissa,0.6770,0.0250,mismatch
external/inaturalist/kunakatuwa/376768842_688918023.jpg,kunakatuwa,kandukara-mukalan-thelissa,0.2133,0.0218,mismatch
external/inaturalist/kunakatuwa/376768842_688918072.jpg,kunakatuwa,depath-naya,0.3372,0.0167,mismatch
external/inaturalist/kunakatuwa/376768842_688918131.jpg,kunakatuwa,thel-karawala,0.2211,0.0080,mismatch
external/inaturalist/kunakatuwa/386199641_707092747.jpg,kunakatuwa,kandukara-mukalan-thelissa,0.9043,0.0031,mismatch
external/inaturalist/kunakatuwa/386530350_707726728.jpg,kunakatuwa,kunakatuwa,0.4398,0.4398,
external/inaturalist/kunakatuwa/386530350_707726780.jpg,kunakatuwa,palabariya,0.3223,0.0498,mismatch
external/inaturalist/kunakatuwa/386530350_707728143.jpg,kunakatuwa,kunakatuwa,0.5872,0.5872,
external/inaturalist/kunakatuwa/386530350_707731066.jpg,kunakatuwa,kunakatuwa,0.7068,0.7068,
external/inaturalist/kunakatuwa/389282511_713045124.jpg,kunakatuwa,pimbura,0.2348,0.1951,mismatch
external/inaturalist/kunakatuwa/389282511_713045215.jpg,kunakatuwa,kunakatuwa,0.2800,0.2800,
external/inaturalist/mudu-karawala/13411788_19675523.jpg,mudu-karawala,gata-randanakaya,0.2848,0.1164,mismatch
external/inaturalist/mudu-karawala/152992925_264181865.jpg,mudu-karawala,gata-randanakaya,0.8674,0.0179,mismatch
external/inaturalist/mudu-karawala/152992925_264181907.jpg,mudu-karawala,kana-ulla,0.2983,0.0176,mismatch
external/inaturalist/mudu-karawala/152992925_264181925.jpg,mudu-karawala,gata-randanakaya,0.5405,0.0165,mismatch
external/inaturalist/mudu-karawala/152992925_264207183.jpg,mudu-karawala,arani-dathkatiya,0.3700,0.0456,mismatch
external/inaturalist/mudu-karawala/152992925_264207199.jpg,mudu-karawala,gata-randanakaya,0.1656,0.0181,mismatch
external/inaturalist/mudu-karawala/163809714_283369398.jpg,mudu-karawala,kana-ulla,0.3193,0.0120,mismatch
external/inaturalist/mudu-karawala/177612235_308935655.jpg,mudu-karawala,thel-karawala,0.3004,0.0174,mismatch
external/inaturalist/mudu-karawala/179529446_312571987.jpg,mudu-karawala,gata-randanakaya,0.4615,0.0146,mismatch
external/inaturalist/mudu-karawala/18124359_27711640.jpg,mudu-karawala,thuru-haldanda,0.1139,0.0061,mismatch
external/inaturalist/mudu-karawala/18124359_27711645.jpg,mudu-karawala,arani-dathkatiya,0.3204,0.0047,mismatch
external/inaturalist/mudu-karawala/18124359_27711651.jpg,mudu-karawala,pimbura,0.1974,0.0060,mismatch
external/inaturalist/mudu-karawala/182804333_318802689.jpg,mudu-karawala,depath-naya,0.2315,0.0014,mismatch
external/inaturalist/mudu-karawala/194288020_341476686.jpg,mudu-karawala,aharakukka,0.1232,0.0187,mismatch
external/inaturalist/mudu-karawala/204354714_361198505.jpg,mudu-karawala,gata-randanakaya,0.7085,0.0060,mismatch
external/inaturalist/mudu-karawala/217498505_384779511.jpg,mudu-karawala,gata-randanakaya,0.6007,0.0039,mismatch
external/inaturalist/mudu-karawala/217498505_384779554.jpg,mudu-karawala,thel-karawala,0.4883,0.0473,mismatch
external/inaturalist/mudu-karawala/234812255_417503141.jpg,mudu-karawala,arani-dathkatiya,0.1407,0.0015,mismatch
external/inaturalist/mudu-karawala/242216972_431801524.jpg,mudu-karawala,daara-randanakaya,0.3650,0.0880,mismatch
external/inaturalist/mudu-karawala/242216972_431802030.jpg,mudu-karawala,arani-dathkatiya,0.2203,0.0749,mismatch
external/inaturalist/mudu-karawala/261328821_469470984.jpg,mudu-karawala,vayiri-dathkatiya,0.2168,0.0016,mismatch
external/inaturalist/mudu-karawala/261328821_469471004.jpg,mudu-karawala,arani-dathkatiya,0.1518,0.0044,mismatch
external/inaturalist/mudu-karawala/261328821_469471024.jpg,mudu-karawala,kana-ulla,0.3565,0.0012,mismatch
external/inaturalist/mudu-karawala/267138958_480034725.jpg,mudu-karawala,alu-randanakaya,0.1683,0.0442,mismatch
external/inaturalist/mudu-karawala/267138958_480034820.jpg,mudu-karawala,mudu-karawala,0.1929,0.1929,
external/inaturalist/mudu-karawala/270447804_486379296.jpg,mudu-karawala,gata-randanakaya,0.7405,0.0068,mismatch
external/inaturalist/mudu-karawala/270447804_486379375.jpg,mudu-karawala,kana-ulla,0.2684,0.0095,mismatch
external/inaturalist/mudu-karawala/283929371_510219301.jpg,mudu-karawala,panduru-haldanda,0.3411,0.0995,mismatch
external/inaturalist/mudu-karawala/29770373_46479354.jpg,mudu-karawala,thel-karawala,0.2061,0.0078,mismatch
external/inaturalist/mudu-karawala/306018581_551817677.jpg,mudu-karawala,mudu-karawala,0.4534,0.4534,
external/inaturalist/mudu-karawala/306018581_552275466.jpg,mudu-karawala,mudu-karawala,0.7314,0.7314,
external/inaturalist/mudu-karawala/341806701_622320098.jpg,mudu-karawala,lanka-diyabariya,0.2759,0.1740,mismatch
external/inaturalist/mudu-karawala/341806701_622320153.jpg,mudu-karawala,depath-naya,0.1673,0.0121,mismatch
external/inaturalist/mudu-karawala/341806701_622320341.jpg,mudu-karawala,depath-naya,0.4522,0.0069,mismatch
external/inaturalist/mudu-karawala/69660323_113079709.jpg,mudu-karawala,daara-randanakaya,0.2919,0.0821,mismatch
external/inaturalist/mudu-karawala/88026967_145191601.jpg,mudu-karawala,thel-karawala,0.3087,0.0120,mismatch
external/inaturalist/nidi-mapila/166269723_287909962.jpg,nidi-mapila,kunakatuwa,0.1518,0.1193,mismatch
external/inaturalist/nidi-mapila/174852210_303814214.jpg,nidi-mapila,kaha-mapila,0.2702,0.1288,mismatch
external/inaturalist/nidi-mapila/174880405_303863590.jpg,nidi-mapila,nidi-mapila,0.3092,0.3092,
external/inaturalist/nidi-mapila/177612308_308935798.jpg,nidi-mapila,dathi-gomaraya,0.4241,0.0073,mismatch
external/inaturalist/nidi-mapila/181568999_316417040.jpg,nidi-mapila,gata-randanakaya,0.2181,0.0187,mismatch
external/inaturalist/nidi-mapila/189446493_331870399.jpg,nidi-mapila,nidi-mapila,0.6925,0.6925,
external/inaturalist/nidi-mapila/193014975_338973885.jpg,nidi-mapila,nidi-mapila,0.3066,0.3066,
external/inaturalist/nidi-mapila/193014975_338973967.jpg,nidi-mapila,nidi-mapila,0.3011,0.3011,
external/inaturalist/nidi-mapila/194101069_341093651.jpg,nidi-mapila,panduru-haldanda,0.1385,0.0899,mismatch
external/inaturalist/nidi-mapila/194101069_341095205.jpg,nidi-mapila,mal-randanakaya,0.2086,0.0977,mismatch
external/inaturalist/nidi-mapila/194101069_341095220.jpg,nidi-mapila,kata-kaluwa,0.2533,0.0219,mismatch
external/inaturalist/nidi-mapila/194288286_341477116.jpg,nidi-mapila,nidi-mapila,0.3338,0.3338,
external/inaturalist/nidi-mapila/195169641_343277497.jpg,nidi-mapila,pimbura,0.5882,0.0782,mismatch
external/inaturalist/nidi-mapila/195647025_344248779.jpg,nidi-mapila,panduru-haldanda,0.1633,0.0568,mismatch
external/inaturalist/nidi-mapila/195759135_344475144.jpg,nidi-mapila,dathi-gomaraya,0.7597,0.0034,mismatch
external/inaturalist/nidi-mapila/195759135_344475164.jpg,nidi-mapila,vayiri-dathkatiya,0.2984,0.0639,mismatch
external/inaturalist/nidi-mapila/195996340_344954385.jpg,nidi-mapila,naga-mapila,0.1795,0.1006,mismatch
external/inaturalist/nidi-mapila/195996340_344954408.jpg,nidi-mapila,nidi-mapila,0.3241,0.3241,
external/inaturalist/nidi-mapila/198959666_350775445.jpg,nidi-mapila,gata-randanakaya,0.2337,0.0881,mismatch
external/inaturalist/nidi-mapila/198959666_350775471.jpg,nidi-mapila,daara-randanakaya,0.1496,0.0061,mismatch
external/inaturalist/nidi-mapila/222869244_394832138.jpg,nidi-mapila,pulli-dathkatiya,0.3465,0.1036,mismatch
external/inaturalist/nidi-mapila/222869244_394832330.jpg,nidi-mapila,nidi-mapila,0.2383,0.2383,
external/inaturalist/nidi-mapila/222869244_394832724.jpg,nidi-mapila,nidi-mapila,0.1968,0.1968,
external/inaturalist/nidi-mapila/222869244_394833130.jpg,nidi-mapila,diyawaranaya,0.2257,0.0073,mismatch
external/inaturalist/nidi-mapila/229615861_407600626.jpg,nidi-mapila,depath-kaluwa,0.0938,0.0715,mismatch
external/inaturalist/nidi-mapila/234812170_417502932.jpg,nidi-mapila,wali-polanga,0.1866,0.0985,mismatch
external/inaturalist/nidi-mapila/234812837_417504080.jpg,nidi-mapila,pala-polanga,0.1964,0.1388,mismatch
external/inaturalist/nidi-mapila/235478227_418792895.jpg,nidi-mapila,depath-kaluwa,0.2042,0.0520,mismatch
external/inaturalist/nidi-mapila/237132484_421988444.jpg,nidi-mapila,kunakatuwa,0.4179,0.0237,mismatch
external/inaturalist/nidi-mapila/237132484_421988518.jpg,nidi-mapila,kunakatuwa,0.4467,0.0333,mismatch
external/inaturalist/nidi-mapila/237132484_421988730.jpg,nidi-mapila,kunakatuwa,0.3810,0.0075,mismatch
external/inaturalist/nidi-mapila/238259080_424153535.jpg,nidi-mapila,nidi-mapila,0.4160,0.4160,
external/inaturalist/nidi-mapila/244587418_436304513.jpg,nidi-mapila,nidi-mapila,0.3731,0.3731,
external/inaturalist/nidi-mapila/244587418_436305716.jpg,nidi-mapila,nidi-mapila,0.2526,0.2526,
external/inaturalist/nidi-mapila/248062150_443149951.jpg,nidi-mapila,aharakukka,0.5738,0.0258,mismatch
external/inaturalist/nidi-mapila/268914511_483434402.jpg,nidi-mapila,panduru-mapila,0.3996,0.0283,mismatch
external/inaturalist/nidi-mapila/304714561_549315200.jpg,nidi-mapila,panduru-mapila,0.5710,0.0076,mismatch
external/inaturalist/nidi-mapila/305198614_550249632.jpg,nidi-mapila,aharakukka,0.2176,0.0363,mismatch
external/inaturalist/nidi-mapila/321415783_581284488.jpg,nidi-mapila,panduru-haldanda,0.2317,0.0234,mismatch
external/inaturalist/nidi-mapila/321415783_581284522.jpg,nidi-mapila,panduru-haldanda,0.2317,0.0234,mismatch
external/inaturalist/nidi-mapila/321415783_581284552.jpg,nidi-mapila,panduru-haldanda,0.4524,0.0213,mismatch
external/inaturalist/nidi-mapila/333108505_604688827.jpg,nidi-mapila,nidi-mapila,0.3389,0.3389,
external/inaturalist/nidi-mapila/333962192_606370271.jpg,nidi-mapila,kana-ulla,0.4399,0.0151,mismatch
external/inaturalist/nidi-mapila/333962192_606370290.jpg,nidi-mapila,kana-ulla,0.3373,0.0088,mismatch
external/inaturalist/nidi-mapila/333962192_606370310.jpg,nidi-mapila,kana-ulla,0.2022,0.0149,mismatch
external/inaturalist/nidi-mapila/333962192_606370325.jpg,nidi-mapila,depath-naya,0.1863,0.0271,mismatch
external/inaturalist/nidi-mapila/333962192_606370345.jpg,nidi-mapila,kana-ulla,0.1399,0.0151,mismatch
external/inaturalist/nidi-mapila/339807651_618235473.jpg,nidi-mapila,pala-polanga,0.2133,0.0857,mismatch
external/inaturalist/nidi-mapila/339807651_618235505.jpg,nidi-mapila,panduru-mapila,0.4200,0.0256,mismatch
external/inaturalist/nidi-mapila/345244006_629155358.jpg,nidi-mapila,thith-polanga,0.2334,0.0202,mismatch
external/inaturalist/nidi-mapila/345244006_629155377.jpg,nidi-mapila,wali-polanga,0.6346,0.0027,mismatch
external/inaturalist/nidi-mapila/345244006_629155393.jpg,nidi-mapila,kuda-madilla,0.1808,0.0104,mismatch
external/inaturalist/nidi-mapila/345244006_629155408.jpg,nidi-mapila,garandiya,0.2373,0.0733,mismatch
external/inaturalist/nidi-mapila/345244006_629155421.jpg,nidi-mapila,wali-polanga,0.1948,0.0208,mismatch
external/inaturalist/nidi-mapila/345244006_629155435.jpg,nidi-mapila,depath-naya,0.2671,0.0496,mismatch
external/inaturalist/nidi-mapila/345244006_629155454.jpg,nidi-mapila,depath-kaluwa,0.2751,0.0534,mismatch
external/inaturalist/nidi-mapila/345244006_629155469.jpg,nidi-mapila,depath-kaluwa,0.3233,0.0361,mismatch
external/inaturalist/nidi-mapila/345244006_629155488.jpg,nidi-mapila,depath-naya,0.4068,0.0299,mismatch
external/inaturalist/nidi-mapila/345244006_629155502.jpg,nidi-mapila,garandiya,0.3408,0.0273,mismatch
external/inaturalist/nidi-mapila/347832439_634272047.jpg,nidi-mapila,pimbura,0.6658,0.0785,mismatch
external/inaturalist/nidi-mapila/347832439_634272108.jpg,nidi-mapila,thuru-haldanda,0.1313,0.0673,mismatch
external/inaturalist/nidi-mapila/347832439_634272169.jpg,nidi-mapila,kata-kaluwa,0.1605,0.0139,mismatch
external/inaturalist/nidi-mapila/348064768_634734800.jpg,nidi-mapila,kandukara-mukalan-thelissa,0.3172,0.1146,mismatch
external/inaturalist/nidi-mapila/348067153_634739669.jpg,nidi-mapila,kaha-mapila,0.1675,0.0359,mismatch
external/inaturalist/nidi-mapila/348251422_635104532.jpg,nidi-mapila,panduru-mapila,0.2680,0.0387,mismatch
external/inaturalist/nidi-mapila/350847337_640194929.jpg,nidi-mapila,nidi-mapila,0.3846,0.3846,
external/inaturalist/nidi-mapila/350847337_640194942.jpg,nidi-mapila,kaha-mapila,0.5708,0.0509,mismatch
external/inaturalist/nidi-mapila/354138653_646095923.jpg,nidi-mapila,kaha-mapila,0.1381,0.1348,mismatch
external/inaturalist/nidi-mapila/354138653_646095987.jpg,nidi-mapila,nidi-mapila,0.1520,0.1520,
external/inaturalist/nidi-mapila/354138653_646096056.jpg,nidi-mapila,kunakatuwa,0.2132,0.1589,mismatch
external/inaturalist/nidi-mapila/355136485_647774191.jpg,nidi-mapila,naga-mapila,0.1387,0.0270,mismatch
external/inaturalist/nidi-mapila/359804995_656506782.jpg,nidi-mapila,nidi-mapila,0.2049,0.2049,
external/inaturalist/nidi-mapila/361893418_660489294.jpg,nidi-mapila,kandukara-mukalan-thelissa,0.2651,0.1651,mismatch
